Placeholder,CMD,Contract,Date,Metric,Level,Change
1,fu,2405,4/18/2024,Short Position,29687,-4812
1,fu,2409,4/18/2024,Short Position,261108,5220
1,bu,2406,4/18/2024,Short Position,142822,-12865
1,bu,2409,4/18/2024,Short Position,63414,3674
1,ru,2405,4/18/2024,Short Position,17697,-847
1,ru,2409,4/18/2024,Short Position,165468,5860
1,ru,2501,4/18/2024,Short Position,17834,451
1,nr,2405,4/18/2024,Short Position,5802,-1090
1,nr,2406,4/18/2024,Short Position,39693,-1791
1,nr,2407,4/18/2024,Short Position,28427,1137
1,sp,2405,4/18/2024,Short Position,33587,-3993
1,sp,2409,4/18/2024,Short Position,133372,-1038
1,ec,2404,4/18/2024,Short Position,2228,-96
1,ec,2406,4/18/2024,Short Position,15453,1020
1,cu,2405,4/17/2024,Volume,61906,-16441
1,cu,2406,4/17/2024,Volume,132087,-72888
1,cu,2407,4/17/2024,Volume,45358,-17781
1,cu,2408,4/17/2024,Volume,19444,-7022
1,cu,2409,4/17/2024,Volume,15129,-15736
1,cu,2410,4/17/2024,Volume,7792,-4178
1,bc,2405,4/17/2024,Volume,3089,-1746
1,bc,2406,4/17/2024,Volume,23423,-16362
1,al,2405,4/17/2024,Volume,60420,-55321
1,al,2406,4/17/2024,Volume,320622,-169514
1,al,2407,4/17/2024,Volume,114555,-31738
1,al,2408,4/17/2024,Volume,34172,-14854
1,al,2409,4/17/2024,Volume,18520,-9787
1,al,2410,4/17/2024,Volume,5930,-4078
1,zn,2405,4/17/2024,Volume,64182,-41978
1,zn,2406,4/17/2024,Volume,284913,-122889
1,zn,2407,4/17/2024,Volume,64092,-26325
1,pb,2405,4/17/2024,Volume,26985,2117
1,pb,2406,4/17/2024,Volume,137330,35122
1,pb,2407,4/17/2024,Volume,17710,5137
1,ni,2405,4/17/2024,Volume,254347,-124792
1,ni,2406,4/17/2024,Volume,153040,-58474
1,ni,2407,4/17/2024,Volume,19998,-14100
1,ni,2409,4/17/2024,Volume,37598,-19565
1,sn,2405,4/17/2024,Volume,142440,-96277
1,sn,2406,4/17/2024,Volume,123155,-70415
1,sn,2407,4/17/2024,Volume,19648,-6670
1,ao,2405,4/17/2024,Volume,114361,28047
1,ao,2406,4/17/2024,Volume,105345,40779
1,au,2406,4/17/2024,Volume,655000,-55717
1,au,2408,4/17/2024,Volume,182945,-25203
1,au,2410,4/17/2024,Volume,59722,-17049
1,au,2412,4/17/2024,Volume,41410,-7682
1,au,2502,4/17/2024,Volume,12115,-12799
1,ag,2406,4/17/2024,Volume,2674511,-576785
1,ag,2408,4/17/2024,Volume,547233,-131519
1,ag,2410,4/17/2024,Volume,128892,-27356
1,ag,2412,4/17/2024,Volume,180733,-29571
1,rb,2405,4/17/2024,Volume,266527,9910
1,rb,2407,4/17/2024,Volume,8385,1132
1,rb,2410,4/17/2024,Volume,2551512,141718
1,hc,2405,4/17/2024,Volume,105680,21120
1,hc,2410,4/17/2024,Volume,679384,101037
1,ss,2405,4/17/2024,Volume,180353,-29864
1,ss,2406,4/17/2024,Volume,66904,-17747
1,ss,2409,4/17/2024,Volume,159385,-3673
1,lu,2405,4/17/2024,Volume,917,-1560
1,lu,2406,4/17/2024,Volume,41967,-33931
1,lu,2407,4/17/2024,Volume,172046,1453
1,fu,2405,4/17/2024,Volume,60473,-50172
1,fu,2409,4/17/2024,Volume,676841,-197372
1,bu,2406,4/17/2024,Volume,168196,25315
1,bu,2409,4/17/2024,Volume,34628,609
1,ru,2405,4/17/2024,Volume,21711,-4907
1,ru,2409,4/17/2024,Volume,518438,-16054
1,ru,2501,4/17/2024,Volume,34060,5882
1,nr,2405,4/17/2024,Volume,8951,-240
1,nr,2406,4/17/2024,Volume,86868,-3218
1,nr,2407,4/17/2024,Volume,34517,1377
1,sp,2405,4/17/2024,Volume,44177,-47060
1,sp,2409,4/17/2024,Volume,339857,-234057
1,ec,2404,4/17/2024,Volume,693,-245
1,ec,2406,4/17/2024,Volume,30049,-9185
1,cu,2405,4/17/2024,Long Position,93113,-5477
1,cu,2406,4/17/2024,Long Position,125139,-1851
1,cu,2407,4/17/2024,Long Position,88419,-761
1,cu,2408,4/17/2024,Long Position,42777,384
1,cu,2409,4/17/2024,Long Position,35982,851
1,cu,2410,4/17/2024,Long Position,20026,1210
1,bc,2405,4/17/2024,Long Position,5155,-57
1,bc,2406,4/17/2024,Long Position,17281,-62
1,al,2405,4/17/2024,Long Position,69025,-5051
1,al,2406,4/17/2024,Long Position,196960,-70
1,al,2407,4/17/2024,Long Position,79761,2759
1,al,2408,4/17/2024,Long Position,37821,1509
1,al,2409,4/17/2024,Long Position,25518,1871
1,al,2410,4/17/2024,Long Position,15006,136
1,zn,2405,4/17/2024,Long Position,32611,-1953
1,zn,2406,4/17/2024,Long Position,85678,1205
1,zn,2407,4/17/2024,Long Position,27563,2070
1,pb,2405,4/17/2024,Long Position,17652,-1332
1,pb,2406,4/17/2024,Long Position,52332,644
1,pb,2407,4/17/2024,Long Position,12856,357
1,ni,2405,4/17/2024,Long Position,33516,-28
1,ni,2406,4/17/2024,Long Position,48784,59
1,ni,2407,4/17/2024,Long Position,30613,181
1,ni,2409,4/17/2024,Long Position,18105,419
1,sn,2405,4/17/2024,Long Position,14334,47
1,sn,2406,4/17/2024,Long Position,25321,-1190
1,sn,2407,4/17/2024,Long Position,10816,2084
1,ao,2405,4/17/2024,Long Position,17108,-379
1,ao,2406,4/17/2024,Long Position,39256,5646
1,au,2406,4/17/2024,Long Position,99423,-2315
1,au,2408,4/17/2024,Long Position,48769,710
1,au,2410,4/17/2024,Long Position,25482,126
1,au,2412,4/17/2024,Long Position,38466,549
1,au,2502,4/17/2024,Long Position,12864,150
1,ag,2406,4/17/2024,Long Position,261059,230
1,ag,2408,4/17/2024,Long Position,129613,-861
1,ag,2410,4/17/2024,Long Position,90715,3957
1,ag,2412,4/17/2024,Long Position,97303,7319
1,rb,2405,4/17/2024,Long Position,253001,-25349
1,rb,2407,4/17/2024,Long Position,30097,-338
1,rb,2410,4/17/2024,Long Position,1085504,39959
1,hc,2405,4/17/2024,Long Position,121572,-15074
1,hc,2410,4/17/2024,Long Position,607337,2022
1,ss,2405,4/17/2024,Long Position,25485,-2924
1,ss,2406,4/17/2024,Long Position,40909,-893
1,ss,2409,4/17/2024,Long Position,49301,4525
1,lu,2405,4/17/2024,Long Position,6041,-187
1,lu,2406,4/17/2024,Long Position,26415,-941
1,lu,2407,4/17/2024,Long Position,99582,-1716
1,fu,2405,4/17/2024,Long Position,39426,-3056
1,fu,2409,4/17/2024,Long Position,241261,-2132
1,bu,2406,4/17/2024,Long Position,157865,-8606
1,bu,2409,4/17/2024,Long Position,62737,3206
1,ru,2405,4/17/2024,Long Position,14859,-836
1,ru,2409,4/17/2024,Long Position,110099,2989
1,ru,2501,4/17/2024,Long Position,14694,219
1,nr,2405,4/17/2024,Long Position,7032,235
1,nr,2406,4/17/2024,Long Position,44588,-760
1,nr,2407,4/17/2024,Long Position,24785,22
1,sp,2405,4/17/2024,Long Position,36522,-2409
1,sp,2409,4/17/2024,Long Position,132274,-1227
1,ec,2404,4/17/2024,Long Position,2764,-105
1,ec,2406,4/17/2024,Long Position,18157,943
1,cu,2405,4/17/2024,Short Position,86283,-4325
1,cu,2406,4/17/2024,Short Position,125668,-2085
1,cu,2407,4/17/2024,Short Position,92073,-1285
1,cu,2408,4/17/2024,Short Position,40420,1028
1,cu,2409,4/17/2024,Short Position,28462,966
1,cu,2410,4/17/2024,Short Position,17373,1041
1,bc,2405,4/17/2024,Short Position,5055,-21
1,bc,2406,4/17/2024,Short Position,15363,16
1,al,2405,4/17/2024,Short Position,67225,-5077
1,al,2406,4/17/2024,Short Position,198850,525
1,al,2407,4/17/2024,Short Position,74823,-209
1,al,2408,4/17/2024,Short Position,37735,1185
1,al,2409,4/17/2024,Short Position,26778,1345
1,al,2410,4/17/2024,Short Position,14921,405
1,zn,2405,4/17/2024,Short Position,35431,-1775
1,zn,2406,4/17/2024,Short Position,77277,-1663
1,zn,2407,4/17/2024,Short Position,27275,1867
1,pb,2405,4/17/2024,Short Position,17327,-1293
1,pb,2406,4/17/2024,Short Position,55870,1772
1,pb,2407,4/17/2024,Short Position,13365,-172
1,ni,2405,4/17/2024,Short Position,39945,-1088
1,ni,2406,4/17/2024,Short Position,59010,298
1,ni,2407,4/17/2024,Short Position,32398,749
1,ni,2409,4/17/2024,Short Position,25177,968
1,sn,2405,4/17/2024,Short Position,15633,-350
1,sn,2406,4/17/2024,Short Position,29982,-478
1,sn,2407,4/17/2024,Short Position,9707,1319
1,ao,2405,4/17/2024,Short Position,18334,-990
1,ao,2406,4/17/2024,Short Position,42746,5922
1,au,2406,4/17/2024,Short Position,66121,-2911
1,au,2408,4/17/2024,Short Position,30015,311
1,au,2410,4/17/2024,Short Position,13736,700
1,au,2412,4/17/2024,Short Position,15199,135
1,au,2502,4/17/2024,Short Position,6430,-117
1,ag,2406,4/17/2024,Short Position,269595,-607
1,ag,2408,4/17/2024,Short Position,89979,-2845
1,ag,2410,4/17/2024,Short Position,41736,450
1,ag,2412,4/17/2024,Short Position,62291,1809
1,rb,2405,4/17/2024,Short Position,282152,-23691
1,rb,2407,4/17/2024,Short Position,31926,-947
1,rb,2410,4/17/2024,Short Position,1118307,-14582
1,hc,2405,4/17/2024,Short Position,129787,-20199
1,hc,2410,4/17/2024,Short Position,619677,17718
1,ss,2405,4/17/2024,Short Position,31861,-4688
1,ss,2406,4/17/2024,Short Position,48050,-679
1,ss,2409,4/17/2024,Short Position,70423,9084
1,lu,2405,4/17/2024,Short Position,5414,-145
1,lu,2406,4/17/2024,Short Position,20622,-733
1,lu,2407,4/17/2024,Short Position,106832,3129
1,fu,2405,4/17/2024,Short Position,35378,-3062
1,fu,2409,4/17/2024,Short Position,256530,2995
1,bu,2406,4/17/2024,Short Position,156358,-6523
1,bu,2409,4/17/2024,Short Position,60181,2609
1,ru,2405,4/17/2024,Short Position,18683,-663
1,ru,2409,4/17/2024,Short Position,159698,1840
1,ru,2501,4/17/2024,Short Position,17383,166
1,nr,2405,4/17/2024,Short Position,7060,-55
1,nr,2406,4/17/2024,Short Position,42275,-2035
1,nr,2407,4/17/2024,Short Position,28221,-553
1,sp,2405,4/17/2024,Short Position,38139,-1469
1,sp,2409,4/17/2024,Short Position,134735,-4398
1,ec,2404,4/17/2024,Short Position,2324,-97
1,ec,2406,4/17/2024,Short Position,14481,587
1,cu,2405,4/16/2024,Volume,79967,-9242
1,cu,2406,4/16/2024,Volume,209582,-39603
1,cu,2407,4/16/2024,Volume,73456,-662
1,cu,2408,4/16/2024,Volume,28438,-7157
1,cu,2409,4/16/2024,Volume,31976,1073
1,cu,2410,4/16/2024,Volume,13818,4030
1,bc,2405,4/16/2024,Volume,4918,275
1,bc,2406,4/16/2024,Volume,40788,-1440
1,al,2405,4/16/2024,Volume,123220,-62746
1,al,2406,4/16/2024,Volume,496368,-159693
1,al,2407,4/16/2024,Volume,152345,-23641
1,al,2408,4/16/2024,Volume,55454,-8195
1,al,2409,4/16/2024,Volume,33843,6138
1,al,2410,4/16/2024,Volume,12516,4425
1,zn,2405,4/16/2024,Volume,107569,-14836
1,zn,2406,4/16/2024,Volume,411932,-26647
1,zn,2407,4/16/2024,Volume,97238,-2382
1,pb,2405,4/16/2024,Volume,25624,-7629
1,pb,2406,4/16/2024,Volume,107333,-21725
1,pb,2407,4/16/2024,Volume,13792,-7426
1,ni,2405,4/16/2024,Volume,380227,-80630
1,ni,2406,4/16/2024,Volume,211696,-31081
1,ni,2407,4/16/2024,Volume,36252,-6161
1,ni,2409,4/16/2024,Volume,60473,3436
1,sn,2405,4/16/2024,Volume,241753,-29552
1,sn,2406,4/16/2024,Volume,194858,19157
1,sn,2407,4/16/2024,Volume,28322,457
1,ao,2405,4/16/2024,Volume,86847,-169982
1,ao,2406,4/16/2024,Volume,65037,-102589
1,au,2406,4/16/2024,Volume,716421,-318409
1,au,2408,4/16/2024,Volume,211565,-76618
1,au,2410,4/16/2024,Volume,77288,-21784
1,au,2412,4/16/2024,Volume,50610,-26630
1,au,2502,4/16/2024,Volume,26624,-1000
1,ag,2406,4/16/2024,Volume,3305627,-2318412
1,ag,2408,4/16/2024,Volume,686045,-323250
1,ag,2410,4/16/2024,Volume,156549,-92947
1,ag,2412,4/16/2024,Volume,214883,-121030
1,rb,2405,4/16/2024,Volume,261704,-68069
1,rb,2407,4/16/2024,Volume,8777,66
1,rb,2410,4/16/2024,Volume,2426632,184621
1,hc,2405,4/16/2024,Volume,88219,966
1,hc,2410,4/16/2024,Volume,601308,68570
1,ss,2405,4/16/2024,Volume,211470,-116430
1,ss,2406,4/16/2024,Volume,86015,-38951
1,ss,2409,4/16/2024,Volume,165225,-40223
1,lu,2405,4/16/2024,Volume,2950,1464
1,lu,2406,4/16/2024,Volume,78275,-28781
1,lu,2407,4/16/2024,Volume,174100,24366
1,fu,2405,4/16/2024,Volume,116504,-50673
1,fu,2409,4/16/2024,Volume,883916,-85534
1,bu,2406,4/16/2024,Volume,147669,-33556
1,bu,2409,4/16/2024,Volume,38316,-10741
1,ru,2405,4/16/2024,Volume,31197,-716
1,ru,2409,4/16/2024,Volume,539669,29792
1,ru,2501,4/16/2024,Volume,29429,1353
1,nr,2405,4/16/2024,Volume,9564,2396
1,nr,2406,4/16/2024,Volume,91641,6553
1,nr,2407,4/16/2024,Volume,35211,4052
1,sp,2405,4/16/2024,Volume,93443,1561
1,sp,2409,4/16/2024,Volume,596076,172623
1,ec,2404,4/16/2024,Volume,1470,722
1,ec,2406,4/16/2024,Volume,39708,10020
1,cu,2405,4/16/2024,Long Position,99699,-5010
1,cu,2406,4/16/2024,Long Position,127398,-578
1,cu,2407,4/16/2024,Long Position,89464,3487
1,cu,2408,4/16/2024,Long Position,42952,1604
1,cu,2409,4/16/2024,Long Position,35131,6158
1,cu,2410,4/16/2024,Long Position,18858,2911
1,bc,2405,4/16/2024,Long Position,5234,163
1,bc,2406,4/16/2024,Long Position,17426,2652
1,al,2405,4/16/2024,Long Position,74166,-4947
1,al,2406,4/16/2024,Long Position,197030,-11700
1,al,2407,4/16/2024,Long Position,77141,-323
1,al,2408,4/16/2024,Long Position,36963,1227
1,al,2409,4/16/2024,Long Position,23665,1674
1,al,2410,4/16/2024,Long Position,14870,2414
1,zn,2405,4/16/2024,Long Position,34740,-3337
1,zn,2406,4/16/2024,Long Position,84916,-1770
1,zn,2407,4/16/2024,Long Position,25887,936
1,pb,2405,4/16/2024,Long Position,19193,-1092
1,pb,2406,4/16/2024,Long Position,52377,3453
1,pb,2407,4/16/2024,Long Position,12734,1040
1,ni,2405,4/16/2024,Long Position,33666,-4226
1,ni,2406,4/16/2024,Long Position,48906,-105
1,ni,2407,4/16/2024,Long Position,30437,479
1,ni,2409,4/16/2024,Long Position,17706,2505
1,sn,2405,4/16/2024,Long Position,14580,-1382
1,sn,2406,4/16/2024,Long Position,26511,-13
1,sn,2407,4/16/2024,Long Position,8912,1474
1,ao,2405,4/16/2024,Long Position,17805,-881
1,ao,2406,4/16/2024,Long Position,34648,-101
1,au,2406,4/16/2024,Long Position,101738,-4030
1,au,2408,4/16/2024,Long Position,48059,617
1,au,2410,4/16/2024,Long Position,25453,-1173
1,au,2412,4/16/2024,Long Position,37951,1688
1,au,2502,4/16/2024,Long Position,12725,2122
1,ag,2406,4/16/2024,Long Position,262955,-20515
1,ag,2408,4/16/2024,Long Position,130474,-304
1,ag,2410,4/16/2024,Long Position,86759,4122
1,ag,2412,4/16/2024,Long Position,90748,6225
1,rb,2405,4/16/2024,Long Position,278350,-16894
1,rb,2407,4/16/2024,Long Position,30566,-703
1,rb,2410,4/16/2024,Long Position,1045811,7202
1,hc,2405,4/16/2024,Long Position,136646,-7583
1,hc,2410,4/16/2024,Long Position,605653,-6307
1,ss,2405,4/16/2024,Long Position,28789,-790
1,ss,2406,4/16/2024,Long Position,41943,-1624
1,ss,2409,4/16/2024,Long Position,44776,2208
1,lu,2405,4/16/2024,Long Position,6228,228
1,lu,2406,4/16/2024,Long Position,28351,-214
1,lu,2407,4/16/2024,Long Position,101298,10200
1,fu,2405,4/16/2024,Long Position,43103,-8070
1,fu,2409,4/16/2024,Long Position,248446,14130
1,bu,2406,4/16/2024,Long Position,166471,-8564
1,bu,2409,4/16/2024,Long Position,60122,693
1,ru,2405,4/16/2024,Long Position,15723,-1622
1,ru,2409,4/16/2024,Long Position,107219,-813
1,ru,2501,4/16/2024,Long Position,14540,488
1,nr,2405,4/16/2024,Long Position,6937,-953
1,nr,2406,4/16/2024,Long Position,45524,-1268
1,nr,2407,4/16/2024,Long Position,25293,768
1,sp,2405,4/16/2024,Long Position,38931,-3840
1,sp,2409,4/16/2024,Long Position,133880,-29
1,ec,2404,4/16/2024,Long Position,2911,-479
1,ec,2406,4/16/2024,Long Position,17334,218
1,cu,2405,4/16/2024,Short Position,90952,-8376
1,cu,2406,4/16/2024,Short Position,128468,635
1,cu,2407,4/16/2024,Short Position,93358,3039
1,cu,2408,4/16/2024,Short Position,39458,1235
1,cu,2409,4/16/2024,Short Position,27648,3365
1,cu,2410,4/16/2024,Short Position,16339,2908
1,bc,2405,4/16/2024,Short Position,5102,182
1,bc,2406,4/16/2024,Short Position,15507,1923
1,al,2405,4/16/2024,Short Position,72302,-11587
1,al,2406,4/16/2024,Short Position,198743,-12005
1,al,2407,4/16/2024,Short Position,75032,2143
1,al,2408,4/16/2024,Short Position,37409,1140
1,al,2409,4/16/2024,Short Position,25586,1880
1,al,2410,4/16/2024,Short Position,14709,2260
1,zn,2405,4/16/2024,Short Position,37206,-4355
1,zn,2406,4/16/2024,Short Position,79209,-655
1,zn,2407,4/16/2024,Short Position,25857,850
1,pb,2405,4/16/2024,Short Position,18700,-1891
1,pb,2406,4/16/2024,Short Position,54455,2257
1,pb,2407,4/16/2024,Short Position,13558,1118
1,ni,2405,4/16/2024,Short Position,41183,-4665
1,ni,2406,4/16/2024,Short Position,59426,1809
1,ni,2407,4/16/2024,Short Position,31729,796
1,ni,2409,4/16/2024,Short Position,24406,3008
1,sn,2405,4/16/2024,Short Position,16107,-2360
1,sn,2406,4/16/2024,Short Position,30460,-2178
1,sn,2407,4/16/2024,Short Position,8597,1672
1,ao,2405,4/16/2024,Short Position,19791,-3203
1,ao,2406,4/16/2024,Short Position,37080,900
1,au,2406,4/16/2024,Short Position,69032,-3713
1,au,2408,4/16/2024,Short Position,29704,-1538
1,au,2410,4/16/2024,Short Position,13036,-871
1,au,2412,4/16/2024,Short Position,15064,-5
1,au,2502,4/16/2024,Short Position,6697,1386
1,ag,2406,4/16/2024,Short Position,270981,-9755
1,ag,2408,4/16/2024,Short Position,92824,-1870
1,ag,2410,4/16/2024,Short Position,41789,1248
1,ag,2412,4/16/2024,Short Position,60593,1508
1,rb,2405,4/16/2024,Short Position,307529,-29332
1,rb,2407,4/16/2024,Short Position,33032,-1186
1,rb,2410,4/16/2024,Short Position,1132889,22215
1,hc,2405,4/16/2024,Short Position,150164,-5597
1,hc,2410,4/16/2024,Short Position,606315,2914
1,ss,2405,4/16/2024,Short Position,37177,-3813
1,ss,2406,4/16/2024,Short Position,48729,-2047
1,ss,2409,4/16/2024,Short Position,64005,1453
1,lu,2405,4/16/2024,Short Position,5596,44
1,lu,2406,4/16/2024,Short Position,21401,-2485
1,lu,2407,4/16/2024,Short Position,105346,8897
1,fu,2405,4/16/2024,Short Position,38440,-6927
1,fu,2409,4/16/2024,Short Position,255289,481
1,bu,2406,4/16/2024,Short Position,162978,-8095
1,bu,2409,4/16/2024,Short Position,57572,1080
1,ru,2405,4/16/2024,Short Position,19459,-1694
1,ru,2409,4/16/2024,Short Position,157858,-2577
1,ru,2501,4/16/2024,Short Position,17258,398
1,nr,2405,4/16/2024,Short Position,7152,-1205
1,nr,2406,4/16/2024,Short Position,44365,-2932
1,nr,2407,4/16/2024,Short Position,29024,-492
1,sp,2405,4/16/2024,Short Position,39776,-5030
1,sp,2409,4/16/2024,Short Position,139133,-1059
1,ec,2404,4/16/2024,Short Position,2456,-356
1,ec,2406,4/16/2024,Short Position,14047,-120
1,cu,2404,4/15/2024,Volume,7760,-5405
1,cu,2405,4/15/2024,Volume,92196,20441
1,cu,2406,4/15/2024,Volume,253081,89449
1,cu,2407,4/15/2024,Volume,78487,28187
1,cu,2408,4/15/2024,Volume,39411,20306
1,cu,2409,4/15/2024,Volume,36017,17987
1,cu,2410,4/15/2024,Volume,12777,2985
1,bc,2405,4/15/2024,Volume,4869,-484
1,bc,2406,4/15/2024,Volume,42913,20632
1,al,2404,4/15/2024,Volume,5215,910
1,al,2405,4/15/2024,Volume,198319,89070
1,al,2406,4/15/2024,Volume,658571,273129
1,al,2407,4/15/2024,Volume,186821,94993
1,al,2408,4/15/2024,Volume,66604,38523
1,al,2409,4/15/2024,Volume,29500,11880
1,zn,2404,4/15/2024,Volume,1185,-3065
1,zn,2405,4/15/2024,Volume,128048,10989
1,zn,2406,4/15/2024,Volume,456008,98311
1,zn,2407,4/15/2024,Volume,102342,34648
1,pb,2404,4/15/2024,Volume,470,105
1,pb,2405,4/15/2024,Volume,35470,-7809
1,pb,2406,4/15/2024,Volume,131376,50163
1,ni,2404,4/15/2024,Volume,156,-12
1,ni,2405,4/15/2024,Volume,461225,81423
1,ni,2406,4/15/2024,Volume,242777,88738
1,ni,2407,4/15/2024,Volume,42722,16365
1,ni,2409,4/15/2024,Volume,58501,19596
1,sn,2404,4/15/2024,Volume,136,-128
1,sn,2405,4/15/2024,Volume,272656,44583
1,sn,2406,4/15/2024,Volume,179686,54674
1,ao,2404,4/15/2024,Volume,0,0
1,ao,2405,4/15/2024,Volume,272533,226181
1,ao,2406,4/15/2024,Volume,173194,142509
1,au,2404,4/15/2024,Volume,78,69
1,au,2406,4/15/2024,Volume,1049118,586799
1,au,2408,4/15/2024,Volume,289854,130618
1,au,2410,4/15/2024,Volume,100416,51709
1,au,2412,4/15/2024,Volume,77943,38465
1,au,2502,4/15/2024,Volume,29083,10883
1,ag,2404,4/15/2024,Volume,192,50
1,ag,2406,4/15/2024,Volume,5624039,3332892
1,ag,2408,4/15/2024,Volume,1012776,520984
1,ag,2410,4/15/2024,Volume,256176,131763
1,ag,2412,4/15/2024,Volume,349653,205152
1,rb,2404,4/15/2024,Volume,1380,1200
1,rb,2405,4/15/2024,Volume,350451,1786
1,rb,2407,4/15/2024,Volume,9879,-94
1,rb,2410,4/15/2024,Volume,2252076,558338
1,hc,2404,4/15/2024,Volume,60,60
1,hc,2405,4/15/2024,Volume,97465,-9870
1,hc,2410,4/15/2024,Volume,535264,-2402
1,ss,2404,4/15/2024,Volume,288,192
1,ss,2405,4/15/2024,Volume,331519,81561
1,ss,2406,4/15/2024,Volume,126894,46745
1,ss,2409,4/15/2024,Volume,208236,83095
1,lu,2405,4/15/2024,Volume,1607,42
1,lu,2406,4/15/2024,Volume,111179,14077
1,lu,2407,4/15/2024,Volume,155483,63829
1,fu,2405,4/15/2024,Volume,171299,51376
1,fu,2409,4/15/2024,Volume,977555,315005
1,bu,2404,4/15/2024,Volume,8,8
1,bu,2406,4/15/2024,Volume,190136,48792
1,bu,2409,4/15/2024,Volume,51269,22505
1,ru,2404,4/15/2024,Volume,38,38
1,ru,2405,4/15/2024,Volume,32095,-14814
1,ru,2409,4/15/2024,Volume,511358,-140557
1,ru,2501,4/15/2024,Volume,28474,-13389
1,nr,2404,4/15/2024,Volume,0,0
1,nr,2405,4/15/2024,Volume,7873,-5303
1,nr,2406,4/15/2024,Volume,86237,-23810
1,nr,2407,4/15/2024,Volume,33184,-8590
1,sp,2404,4/15/2024,Volume,76,-124
1,sp,2405,4/15/2024,Volume,97743,-74099
1,sp,2409,4/15/2024,Volume,426383,-94524
1,ec,2404,4/15/2024,Volume,925,70
1,ec,2406,4/15/2024,Volume,30480,4905
1,cu,2404,4/15/2024,Long Position,11900,-735
1,cu,2405,4/15/2024,Long Position,104901,-1107
1,cu,2406,4/15/2024,Long Position,128050,601
1,cu,2407,4/15/2024,Long Position,86555,4457
1,cu,2408,4/15/2024,Long Position,42165,3183
1,cu,2409,4/15/2024,Long Position,30358,6015
1,cu,2410,4/15/2024,Long Position,15984,2151
1,bc,2405,4/15/2024,Long Position,5085,-4
1,bc,2406,4/15/2024,Long Position,15147,140
1,al,2404,4/15/2024,Long Position,4955,730
1,al,2405,4/15/2024,Long Position,82217,-13436
1,al,2406,4/15/2024,Long Position,208818,-24216
1,al,2407,4/15/2024,Long Position,77783,3269
1,al,2408,4/15/2024,Long Position,36392,3210
1,al,2409,4/15/2024,Long Position,21996,1363
1,zn,2404,4/15/2024,Long Position,3335,290
1,zn,2405,4/15/2024,Long Position,38387,-1711
1,zn,2406,4/15/2024,Long Position,88144,-3750
1,zn,2407,4/15/2024,Long Position,25234,-164
1,pb,2404,4/15/2024,Long Position,4635,195
1,pb,2405,4/15/2024,Long Position,20513,-1608
1,pb,2406,4/15/2024,Long Position,49465,1343
1,ni,2404,4/15/2024,Long Position,4602,54
1,ni,2405,4/15/2024,Long Position,39304,-2480
1,ni,2406,4/15/2024,Long Position,49345,2675
1,ni,2407,4/15/2024,Long Position,30819,3374
1,ni,2409,4/15/2024,Long Position,15706,749
1,sn,2404,4/15/2024,Long Position,3678,44
1,sn,2405,4/15/2024,Long Position,16534,-407
1,sn,2406,4/15/2024,Long Position,26839,962
1,ao,2404,4/15/2024,Long Position,960,0
1,ao,2405,4/15/2024,Long Position,18776,1702
1,ao,2406,4/15/2024,Long Position,34912,9854
1,au,2404,4/15/2024,Long Position,90,-15
1,au,2406,4/15/2024,Long Position,106013,-12027
1,au,2408,4/15/2024,Long Position,47621,-1027
1,au,2410,4/15/2024,Long Position,26881,1294
1,au,2412,4/15/2024,Long Position,36263,858
1,au,2502,4/15/2024,Long Position,10676,19
1,ag,2404,4/15/2024,Long Position,4808,0
1,ag,2406,4/15/2024,Long Position,296457,-26367
1,ag,2408,4/15/2024,Long Position,131687,11047
1,ag,2410,4/15/2024,Long Position,82677,8841
1,ag,2412,4/15/2024,Long Position,85604,8967
1,rb,2404,4/15/2024,Long Position,1170,-120
1,rb,2405,4/15/2024,Long Position,295937,-29931
1,rb,2407,4/15/2024,Long Position,31342,530
1,rb,2410,4/15/2024,Long Position,1039297,-12353
1,hc,2404,4/15/2024,Long Position,2070,30
1,hc,2405,4/15/2024,Long Position,144229,-11401
1,hc,2410,4/15/2024,Long Position,611960,-4648
1,ss,2404,4/15/2024,Long Position,5988,-60
1,ss,2405,4/15/2024,Long Position,30507,-5194
1,ss,2406,4/15/2024,Long Position,43806,2902
1,ss,2409,4/15/2024,Long Position,43334,5020
1,lu,2405,4/15/2024,Long Position,6052,-27
1,lu,2406,4/15/2024,Long Position,29550,-3153
1,lu,2407,4/15/2024,Long Position,91210,946
1,fu,2405,4/15/2024,Long Position,52224,-11199
1,fu,2409,4/15/2024,Long Position,236791,4706
1,bu,2404,4/15/2024,Long Position,3360,0
1,bu,2406,4/15/2024,Long Position,175035,-1561
1,bu,2409,4/15/2024,Long Position,60094,2673
1,ru,2404,4/15/2024,Long Position,353,19
1,ru,2405,4/15/2024,Long Position,17360,-635
1,ru,2409,4/15/2024,Long Position,108032,228
1,ru,2501,4/15/2024,Long Position,14212,14
1,nr,2404,4/15/2024,Long Position,810,0
1,nr,2405,4/15/2024,Long Position,8017,-768
1,nr,2406,4/15/2024,Long Position,46946,-344
1,nr,2407,4/15/2024,Long Position,24685,734
1,sp,2404,4/15/2024,Long Position,4194,-16
1,sp,2405,4/15/2024,Long Position,43128,-5614
1,sp,2409,4/15/2024,Long Position,135212,-3850
1,ec,2404,4/15/2024,Long Position,3552,-210
1,ec,2406,4/15/2024,Long Position,17168,2140
